geneids	uniprotids
TcCLB.506375.80	Q4DE76
TcCLB.506375.90	Q4DE75
TcCLB.506377.10	Q4CNE7
TcCLB.506379.10	Q4CMB3
TcCLB.506383.10	Q4CN61
TcCLB.506387.9	Q4CKQ8
TcCLB.506389.10	Q4D2S9
TcCLB.506389.50	Q4D2S8
TcCLB.506389.60	Q4D2S7
TcCLB.506389.70	Q4D2S6
TcCLB.506389.79	Q4D2S5
TcCLB.506391.10	Q4CSZ2
TcCLB.506391.20	Q4CSZ2
TcCLB.506391.30	Q4CSZ0
TcCLB.506393.189	Q4DL82
TcCLB.506393.30	Q4DL84
TcCLB.506393.90	Q4DL83
TcCLB.506397.10	Q4CQP5
TcCLB.506399.10	Q4D4H8
TcCLB.506399.20	Q4D4H7
TcCLB.506399.30	Q4D4H6
TcCLB.506399.40	Q4D4H5
TcCLB.506399.60	Q4D4H4
TcCLB.506399.70	Q4D4H3
TcCLB.506399.80	Q4D4H2
TcCLB.506399.89	Q4D4H1
TcCLB.506401.100	Q4E3T3
TcCLB.506401.110	Q4E3T2
TcCLB.506401.12	Q4E3T9
TcCLB.506401.120	Q4D4S1
TcCLB.506401.130	Q4E3T0
TcCLB.506401.140	Q4E3S9
TcCLB.506401.150	Q4E3S8
TcCLB.506401.160	Q4E3S7
TcCLB.506401.170	Q4E3S6
TcCLB.506401.180	Q4E3S5
TcCLB.506401.190	Q4E3S4
TcCLB.506401.200	Q4E3S3
TcCLB.506401.210	Q4E3S2
TcCLB.506401.220	Q4E3S1
TcCLB.506401.230	Q4E3S0
TcCLB.506401.24	Q4E3T8
TcCLB.506401.240	Q4E3R9
TcCLB.506401.250	Q4E3R8
TcCLB.506401.280	Q4E3R7
TcCLB.506401.290	Q4E3R6
TcCLB.506401.300	Q4E3R5
TcCLB.506401.304	Q4E3R4
TcCLB.506401.310	Q4E3R3
TcCLB.506401.320	Q4E3R2
TcCLB.506401.330	Q4E3R1
TcCLB.506401.350	Q4E3R0
TcCLB.506401.360	Q4E3Q9
TcCLB.506401.370	Q4E3Q8
TcCLB.506401.380	Q4E3Q7
TcCLB.506401.50	Q4E3T7
TcCLB.506401.70	Q4E3T6
TcCLB.506401.80	Q4E3T5
TcCLB.506401.90	Q4E3T4
TcCLB.506403.9	Q4CLV2
TcCLB.506405.10	Q4DEE6
TcCLB.506405.100	Q4DED6
TcCLB.506405.110	Q4CZX3
TcCLB.506405.120	Q4DED4
TcCLB.506405.140	Q4DED3
TcCLB.506405.149	Q4DED2
TcCLB.506405.20	Q4DEE5
TcCLB.506405.30	Q4DEE4
TcCLB.506405.4	Q4DEE7
TcCLB.506405.40	Q4DEE3
TcCLB.506405.43	Q4DEE2
TcCLB.506405.50	Q4DEE1
TcCLB.506405.60	Q4DEE0
TcCLB.506405.70	Q4DED9
TcCLB.506405.80	Q4DED8
TcCLB.506405.90	Q4DED7
TcCLB.506407.10	Q4DCW2
TcCLB.506407.100	Q4DCV3
TcCLB.506407.110	Q4DCV2
TcCLB.506407.20	Q4DCW1
TcCLB.506407.30	Q4DCW0
TcCLB.506407.40	Q4DCV9
TcCLB.506407.50	Q4DCV8
TcCLB.506407.60	Q4DCV7
TcCLB.506407.70	Q4DCV6
TcCLB.506407.80	Q4DCV5
TcCLB.506407.90	Q4DCV4
TcCLB.506409.10	Q4DV34
TcCLB.506409.100	Q4DV28
TcCLB.506409.110	Q4DV27
TcCLB.506409.140	Q4DV26
TcCLB.506409.170	Q4DV25
TcCLB.506409.200	Q4DV24
TcCLB.506409.220	Q4DV23
TcCLB.506409.230	Q4DV22
TcCLB.506409.240	Q4DV21
TcCLB.506409.255	Q4DV20
TcCLB.506409.30	Q4DV33
TcCLB.506409.50	Q4DV32
TcCLB.506409.60	Q4DV31
TcCLB.506409.70	Q4DV30
TcCLB.506409.90	Q4DV29
TcCLB.506411.10	Q4CVA3
TcCLB.506411.20	Q4CVA2
TcCLB.506411.30	Q4CVA1
TcCLB.506411.39	Q4CVA0
TcCLB.506413.10	Q4CXV8
TcCLB.506413.20	Q4CXV7
TcCLB.506413.30	Q4CXV6
TcCLB.506413.40	Q4CXV5
TcCLB.506413.50	Q4CXV4
TcCLB.506413.60	Q4CXV3
TcCLB.506413.70	Q4CXV2
TcCLB.506413.80	Q4CXV1
TcCLB.506413.89	Q4CXV0
TcCLB.506415.10	Q4CZ77
TcCLB.506415.30	Q4CZ76
TcCLB.506417.20	Q4CYS3
TcCLB.506417.30	Q4CYS2
TcCLB.506417.5	Q4CYS4
TcCLB.506417.50	Q4CYS1
TcCLB.506417.60	Q4CYS0
TcCLB.506417.70	Q4CYR9
TcCLB.506419.10	Q4CWI9
TcCLB.506419.20	Q4CWI8
TcCLB.506419.30	Q4CSR9
TcCLB.506419.40	Q4CWI6
TcCLB.506419.60	Q4CWI5
TcCLB.506419.69	Q4CWI4
TcCLB.506421.10	Q4CLI9
TcCLB.506423.10	Q4CN93
TcCLB.506423.20	Q4CN92
TcCLB.506425.10	Q4DM56
TcCLB.506425.100	Q4DM47
TcCLB.506425.110	Q4DM46
TcCLB.506425.120	Q4DM45
TcCLB.506425.130	Q4DM44
TcCLB.506425.140	Q4DM43
TcCLB.506425.150	Q4DM42
TcCLB.506425.160	Q4DM41
TcCLB.506425.169	Q4DM40
TcCLB.506425.20	Q4DM55
TcCLB.506425.30	Q4DM54
TcCLB.506425.40	Q4DM53
TcCLB.506425.5	Q4DM57
TcCLB.506425.50	Q4DM52
TcCLB.506425.60	Q4DM51
TcCLB.506425.70	Q4DM50
TcCLB.506425.80	Q4DM49
TcCLB.506425.90	Q4DM48
TcCLB.506427.10	Q4CSV1
TcCLB.506435.10	Q4E331
TcCLB.506435.100	Q4E324
TcCLB.506435.110	Q4E323
TcCLB.506435.120	Q4E322
TcCLB.506435.130	Q4E321
TcCLB.506435.134	Q4E320
TcCLB.506435.140	Q4E319
TcCLB.506435.150	Q4E318
TcCLB.506435.160	Q4E317
TcCLB.506435.170	Q4E316
TcCLB.506435.180	Q4E315
TcCLB.506435.190	Q4E314
TcCLB.506435.20	Q4E330
TcCLB.506435.200	Q4E313
TcCLB.506435.210	Q4E312
TcCLB.506435.220	Q4E311
TcCLB.506435.250	Q4E310
TcCLB.506435.260	Q4E309
TcCLB.506435.270	Q4E308
TcCLB.506435.280	Q4E307
TcCLB.506435.290	Q4E306
TcCLB.506435.30	Q4E329
TcCLB.506435.300	Q4E305
TcCLB.506435.370	Q4E304
TcCLB.506435.390	Q4E303
TcCLB.506435.40	Q4E328
TcCLB.506435.400	Q4E302
TcCLB.506435.410	Q4E301
TcCLB.506435.420	Q4E300
TcCLB.506435.424	Q4E2Z9
TcCLB.506435.430	Q4E2Z8
TcCLB.506435.440	Q4E2Z7
TcCLB.506435.450	Q4E2Z6
TcCLB.506435.460	Q4E2Z5
TcCLB.506435.470	Q4E2Z4
TcCLB.506435.50	Q4E327
TcCLB.506435.60	Q4E326
TcCLB.506435.90	Q4E325
TcCLB.506437.10	Q4CQ15
TcCLB.506437.20	Q4CQ14
TcCLB.506437.30	Q4CQ13
TcCLB.506437.40	Q4CQ12
TcCLB.506439.18	Q4CNB1
TcCLB.506439.9	Q4CNB2
TcCLB.506441.10	Q4CSI3
TcCLB.506441.20	Q4CSI2
TcCLB.506443.10	Q4DMF8
TcCLB.506443.100	Q4DMF0
TcCLB.506443.150	Q4DME9
TcCLB.506443.20	Q4DMF7
TcCLB.506443.30	Q4DMF6
TcCLB.506443.40	Q4DMF5
TcCLB.506443.50	Q4DMF4
TcCLB.506443.60	Q4DMF3
TcCLB.506443.70	Q4DMF2
TcCLB.506443.80	Q4DMF1
TcCLB.506445.10	Q4DHG8
TcCLB.506445.100	Q4DHG1
TcCLB.506445.110	Q4DHG0
TcCLB.506445.121	Q4DHF9
TcCLB.506445.20	Q4DHG7
TcCLB.506445.30	Q4DHG6
TcCLB.506445.60	Q4DHG5
TcCLB.506445.70	Q4DHG4
TcCLB.506445.80	Q4DHG3
TcCLB.506445.90	Q4DHG2
TcCLB.506447.10	Q4CNG1
TcCLB.506447.19	Q4CNG0
TcCLB.506449.10	Q4D1R1
TcCLB.506451.10	Q4D6M1
TcCLB.506451.20	Q4D6M0
TcCLB.506451.35	Q4D6L9
TcCLB.506453.10	Q4CTI6
TcCLB.506453.30	Q4CTI5
TcCLB.506455.30	Q4CUA7
TcCLB.506457.10	Q4DGA5
TcCLB.506457.110	Q4DG95
TcCLB.506457.120	Q4DG94
TcCLB.506457.130	Q4DG93
TcCLB.506457.140	Q4DG92
TcCLB.506457.149	Q4DG91
TcCLB.506457.20	Q4DGA4
TcCLB.506457.30	Q4DGA3
TcCLB.506457.4	Q4DGA6
TcCLB.506457.40	Q4DGA2
TcCLB.506457.50	Q4DGA1
TcCLB.506457.60	Q4DGA0
TcCLB.506457.70	Q4DG99
TcCLB.506457.80	Q4DG98
TcCLB.506457.90	Q4DG97
TcCLB.506457.99	Q4DG96
TcCLB.506459.10	Q4E198
TcCLB.506459.120	Q4E197
TcCLB.506459.130	Q4E196
TcCLB.506459.140	Q4E195
TcCLB.506459.149	Q4E194
TcCLB.506459.180	Q4E193
TcCLB.506459.190	Q4E192
TcCLB.506459.195	Q4E191
TcCLB.506459.200	Q4E190
TcCLB.506459.210	Q4E189
TcCLB.506459.219	Q4E188
TcCLB.506459.230	Q4E199
TcCLB.506459.235	Q4E187
TcCLB.506459.240	Q4E186
TcCLB.506459.250	Q4E185
TcCLB.506459.260	Q4E184
TcCLB.506459.270	Q4E183
TcCLB.506459.280	Q4E182
TcCLB.506461.10	Q4CME0
TcCLB.506463.10	Q4CMJ7
TcCLB.506465.10	Q4D6M7
TcCLB.506465.14	Q4D6M6
TcCLB.506465.20	Q4D6M5
TcCLB.506465.30	Q4D6M4
TcCLB.506465.40	Q4D6M3
TcCLB.506465.5	Q4D6M8
TcCLB.506465.50	Q4D6M2
TcCLB.506467.10	Q4D0G9
TcCLB.506467.14	Q4D0G8
TcCLB.506467.20	Q4D0G7
TcCLB.506467.29	Q4D0G6
TcCLB.506467.4	Q4D0H0
TcCLB.506467.40	Q4D0G5
TcCLB.506467.50	Q4D0G4
TcCLB.506469.10	Q4D9E8
TcCLB.506469.100	Q4D9D9
TcCLB.506469.110	Q4D9D8
TcCLB.506469.120	Q4D9D7
TcCLB.506469.130	Q4D9D6
TcCLB.506469.139	Q4D9D5
TcCLB.506469.148	Q4D9D4
TcCLB.506469.20	Q4D9E7
TcCLB.506469.30	Q4D9E1
TcCLB.506469.40	Q4D9E5
TcCLB.506469.50	Q4D9E4
TcCLB.506469.60	Q4D9E3
TcCLB.506469.70	Q4D9E2
TcCLB.506469.80	Q4D9E1
TcCLB.506469.90	Q4D9E0
TcCLB.506471.10	Q4DKM8
TcCLB.506471.100	Q4DKM4
TcCLB.506471.120	Q4DKM3
TcCLB.506471.19	Q4DKM7
TcCLB.506471.30	Q4DKM6
TcCLB.506471.40	Q4DKM5
TcCLB.506473.10	Q4CZI2
TcCLB.506473.14	Q4CZI1
TcCLB.506473.20	Q4CZI0
TcCLB.506473.6	Q4CZI3
TcCLB.506475.100	Q4DS43
TcCLB.506475.105	Q4DS42
TcCLB.506475.110	Q4DS41
TcCLB.506475.113	Q4DS40
TcCLB.506475.116	Q4DGB1
TcCLB.506475.120	Q4DS38
TcCLB.506475.130	Q4DS37
TcCLB.506475.14	Q4DS49
TcCLB.506475.30	Q4DS48
TcCLB.506475.40	Q4DS47
TcCLB.506475.50	Q4DS46
TcCLB.506475.80	Q4DS45
TcCLB.506475.90	Q4DS44
TcCLB.506477.10	Q4D5R4
TcCLB.506477.14	Q4D5R3
TcCLB.506477.20	Q4D5R2
TcCLB.506477.30	Q4D5R1
TcCLB.506477.4	Q4D5R5
TcCLB.506477.40	Q4D5R0
TcCLB.506477.60	Q4D5Q9
TcCLB.506479.10	Q4DIB1
TcCLB.506479.100	Q4DIA1
TcCLB.506479.110	Q4DIA0
TcCLB.506479.120	Q4DI99
TcCLB.506479.130	Q4DI98
TcCLB.506479.20	Q4CW49
TcCLB.506479.30	Q4DIA9
TcCLB.506479.39	Q4DIA8
TcCLB.506479.50	Q4DIA7
TcCLB.506479.60	Q4DIA6
TcCLB.506479.67	Q4DIA5
TcCLB.506479.74	Q4DIA4
TcCLB.506479.80	Q4DIA3
TcCLB.506479.90	Q4DIA2
TcCLB.506481.20	Q4CZY9
TcCLB.506481.30	Q4CZY8
TcCLB.506481.39	Q4CZY7
TcCLB.506483.10	Q4D3Y4
TcCLB.506483.60	Q4D3Y3
TcCLB.506483.69	Q4D3Y2
TcCLB.506485.10	Q4DAS5
TcCLB.506485.100	Q4DAR8
TcCLB.506485.109	Q4DAR7
TcCLB.506485.20	Q4DAS4
TcCLB.506485.50	Q4DAS3
TcCLB.506485.60	Q4DAS2
TcCLB.506485.70	Q4DAS1
TcCLB.506485.80	Q4DAS0
TcCLB.506485.90	Q4DAR9
TcCLB.506487.24	Q4D051
TcCLB.506487.37	Q4D050
TcCLB.506487.60	Q4D049
TcCLB.506489.10	Q4CSM1
TcCLB.506489.20	Q4CSM0
TcCLB.506489.30	Q4CSL9
TcCLB.506489.40	Q4CSL8
TcCLB.506489.50	Q4CSL7
TcCLB.506489.59	Q4CSL6
TcCLB.506491.10	Q4CRN6
TcCLB.506491.20	Q4D1D3
TcCLB.506493.100	Q4DE62
TcCLB.506493.110	Q4DE61
TcCLB.506493.20	Q4DE70
TcCLB.506493.30	Q4DE69
TcCLB.506493.40	Q4DE68
TcCLB.506493.50	Q4DE67
TcCLB.506493.60	Q4DE66
TcCLB.506493.70	Q4DE65
TcCLB.506493.80	Q4DE64
TcCLB.506493.9	Q4DE71
TcCLB.506493.90	Q4DE63
TcCLB.506495.10	Q4D327
TcCLB.506495.20	Q4D326
TcCLB.506495.24	Q4D325
TcCLB.506495.3	Q4D330
TcCLB.506495.40	Q4D324
TcCLB.506495.50	Q4D323
TcCLB.506495.6	Q4D329
TcCLB.506495.9	Q4D328
TcCLB.506499.100	Q4DU13
TcCLB.506499.120	Q4DU12
TcCLB.506499.130	Q4DU11
TcCLB.506499.140	Q4DU10
TcCLB.506499.149	Q4DU09
TcCLB.506499.160	Q4DU08
TcCLB.506499.170	Q4DU07
TcCLB.506499.180	Q4DU06
TcCLB.506499.190	Q4DU05
TcCLB.506499.200	Q4DU04
TcCLB.506499.210	Q4DU03
TcCLB.506499.220	Q4DU02
TcCLB.506499.230	Q4DU01
TcCLB.506499.40	Q4DU19
TcCLB.506499.50	Q4DU18
TcCLB.506499.60	Q4DU17
TcCLB.506499.70	Q4DU16
TcCLB.506499.80	Q4DU15
TcCLB.506499.90	Q4DU14
TcCLB.506501.10	Q4E048
TcCLB.506501.100	Q4E050
TcCLB.506501.110	Q4E049
TcCLB.506501.120	Q4E045
TcCLB.506501.170	Q4E044
TcCLB.506501.190	Q4E043
TcCLB.506501.20	Q4E047
TcCLB.506501.220	Q4E042
TcCLB.506501.230	Q4E041
TcCLB.506501.240	Q4E040
TcCLB.506501.280	Q4E039
TcCLB.506501.290	Q4E038
TcCLB.506501.300	Q4E037
TcCLB.506501.310	Q4E036
TcCLB.506501.350	Q4E035
TcCLB.506501.370	Q4E034
TcCLB.506501.380	Q4E033
TcCLB.506501.390	Q4E032
TcCLB.506501.40	Q4E046
TcCLB.506501.59	Q4E053
TcCLB.506501.70	Q4E052
TcCLB.506501.90	Q4E051
TcCLB.506503.10	Q4DRE5
TcCLB.506503.100	Q4DRD5
TcCLB.506503.110	Q4DRD4
TcCLB.506503.120	Q4DRD3
TcCLB.506503.140	Q4DRD2
TcCLB.506503.150	Q4DRD1
TcCLB.506503.160	Q4DRD0
TcCLB.506503.170	Q4DRC9
TcCLB.506503.30	Q4DRE4
TcCLB.506503.4	Q4DRE6
TcCLB.506503.40	Q4DRE3
TcCLB.506503.50	Q4DRE2
TcCLB.506503.53	Q4DRE1
TcCLB.506503.56	Q4DRE0
TcCLB.506503.60	Q4DRD9
TcCLB.506503.69	Q4DRD8
TcCLB.506503.80	Q4DRD7
TcCLB.506503.90	Q4DRD6
TcCLB.506505.10	Q4D3I3
TcCLB.506505.30	Q4D3I2
TcCLB.506505.40	Q4D3I1
TcCLB.506505.50	Q4D3I0
TcCLB.506507.10	Q4CZT5
TcCLB.506507.20	Q4CZT4
TcCLB.506507.30	Q4CZT3
TcCLB.506509.10	Q4CY70
TcCLB.506509.20	Q4CY69
TcCLB.506509.30	Q4CY68
TcCLB.506509.40	Q4CY67
TcCLB.506509.50	Q4CY66
TcCLB.506509.60	Q4CY65
TcCLB.506511.10	Q4D4R2
TcCLB.506511.20	Q4D4R1
TcCLB.506511.30	Q4D4R0
TcCLB.506511.40	Q4D4Q9
TcCLB.506511.50	Q4D4Q8
TcCLB.506511.60	Q4D4Q7
TcCLB.506511.70	Q4D4Q6
TcCLB.506511.80	Q4D4Q5
TcCLB.506513.100	Q4DPI7
TcCLB.506513.110	Q4DPI6
TcCLB.506513.120	Q4DPI5
TcCLB.506513.14	Q4DPJ7
TcCLB.506513.150	Q4DPI4
TcCLB.506513.160	Q4DPI3
TcCLB.506513.180	Q4DPI2
TcCLB.506513.190	Q4DPI1
TcCLB.506513.20	Q4DPJ6
TcCLB.506513.200	Q4DPI0
TcCLB.506513.24	Q4DPJ5
TcCLB.506513.30	Q4DPJ4
TcCLB.506513.40	Q4DPJ3
TcCLB.506513.50	Q4DPJ2
TcCLB.506513.60	Q4DPJ1
TcCLB.506513.7	Q4DPJ8
TcCLB.506513.70	Q4DPJ0
TcCLB.506513.80	Q4DPI9
TcCLB.506513.90	Q4DPI8
TcCLB.506515.10	Q4CPS1
TcCLB.506515.20	Q4CPS0
TcCLB.506515.29	Q4CPR9
TcCLB.506517.100	Q4DDA7
TcCLB.506517.110	Q4DDA6
TcCLB.506517.130	Q4DDA5
TcCLB.506517.14	Q4DDB1
TcCLB.506517.140	Q4DDA4
TcCLB.506517.149	Q4DDA3
TcCLB.506517.158	Q4DDA2
TcCLB.506517.30	Q4DDB0
TcCLB.506517.40	Q4DDA9
TcCLB.506517.50	Q4DDA8
TcCLB.506519.100	Q4DFF0
TcCLB.506519.110	Q4DFE9
TcCLB.506519.120	Q4DFE8
TcCLB.506519.130	Q4DFE7
TcCLB.506519.40	Q4DFF6
TcCLB.506519.51	Q4DFF5
TcCLB.506519.60	Q4DFF4
TcCLB.506519.70	Q4DFF3
TcCLB.506519.80	Q4DFF2
TcCLB.506519.90	Q4DFF1
TcCLB.506521.9	Q4CQV8
TcCLB.506523.9	Q4CQA5
TcCLB.506525.10	Q4DK32
TcCLB.506525.104	Q4DK24
TcCLB.506525.120	Q4DK23
TcCLB.506525.130	Q4DK22
TcCLB.506525.140	Q4DK21
TcCLB.506525.150	Q4DK20
TcCLB.506525.162	Q4DK19
TcCLB.506525.20	Q4DK31
TcCLB.506525.30	Q4DK30
TcCLB.506525.40	Q4DK29
TcCLB.506525.50	Q4DK28
TcCLB.506525.70	Q4DK27
TcCLB.506525.80	Q4DK26
TcCLB.506525.90	Q4DK25
TcCLB.506527.10	Q4CNR7
TcCLB.506527.4	Q4CNR8
TcCLB.506529.100	Q4E5S0
TcCLB.506529.110	Q4E5R9
TcCLB.506529.120	Q4E5R8
TcCLB.506529.130	Q4E5R7
TcCLB.506529.14	Q4E5S8
TcCLB.506529.140	Q4E5R6
TcCLB.506529.150	Q4E5R5
TcCLB.506529.160	Q4E5R4
TcCLB.506529.170	Q4E5R3
TcCLB.506529.180	Q4E5R2
TcCLB.506529.190	Q4E5R1
TcCLB.506529.200	Q4E5R0
TcCLB.506529.220	Q4E5Q9
TcCLB.506529.224	Q4E5Q8
TcCLB.506529.230	Q4E5Q7
TcCLB.506529.250	Q4E5Q6
TcCLB.506529.260	Q4E5Q5
TcCLB.506529.280	Q4E5Q4
TcCLB.506529.290	Q4E5Q3
TcCLB.506529.30	Q4E5S7
TcCLB.506529.300	Q4E5Q2
TcCLB.506529.310	Q4E5Q1
TcCLB.506529.314	Q4E5Q0
TcCLB.506529.320	Q4E5P9
TcCLB.506529.324	Q4E5P8
TcCLB.506529.330	Q4E5P7
TcCLB.506529.340	Q4E5P6
TcCLB.506529.360	Q4E5P5
TcCLB.506529.370	Q4E5P4
TcCLB.506529.380	Q4E5P3
TcCLB.506529.40	Q4E5S6
TcCLB.506529.400	Q4E5P2
TcCLB.506529.410	Q4E5P1
TcCLB.506529.420	Q4E5P0
TcCLB.506529.425	Q4E5N9
TcCLB.506529.430	Q4E5N8
TcCLB.506529.440	Q4E5N7
TcCLB.506529.460	Q4E5N6
TcCLB.506529.470	Q4E5N5
TcCLB.506529.480	Q4E5N4
TcCLB.506529.490	Q4E5N3
TcCLB.506529.50	Q4E5S5
TcCLB.506529.500	Q4E5N2
TcCLB.506529.508	Q4E5N1
TcCLB.506529.516	Q4E5N0
TcCLB.506529.524	Q4E5M9
TcCLB.506529.530	Q4E5M8
TcCLB.506529.535	Q4E5M7
TcCLB.506529.541	Q4E5M6
TcCLB.506529.546	Q4E5M5
TcCLB.506529.550	Q4E5M4
TcCLB.506529.590	Q4E5M3
TcCLB.506529.595	Q4E5M2
TcCLB.506529.60	Q4E5S4
TcCLB.506529.600	Q4E5M1
TcCLB.506529.610	Q4E5M0
TcCLB.506529.620	Q4E5L9
TcCLB.506529.640	Q4E5L8
TcCLB.506529.650	Q4E5L7
TcCLB.506529.660	Q4E5L6
TcCLB.506529.669	Q4E5L5
TcCLB.506529.680	Q4E5L4
TcCLB.506529.70	Q4E5S3
TcCLB.506529.80	Q4E5S2
TcCLB.506529.90	Q4E5S1
TcCLB.506531.20	Q4D985
TcCLB.506531.30	Q4D984
TcCLB.506531.40	Q4D983
TcCLB.506531.50	Q4D982
TcCLB.506531.60	Q4D981
TcCLB.506531.9	Q4D986
TcCLB.506533.106	Q4CVZ2
TcCLB.506533.142	Q4D2Q6
TcCLB.506533.34	Q4D2Q9
TcCLB.506533.70	Q4D2Q8
TcCLB.506535.10	Q4CMP7
TcCLB.506537.110	Q4DZD7
TcCLB.506537.120	Q4DZD6
TcCLB.506537.130	Q4DZD5
TcCLB.506537.200	Q4DZD4
TcCLB.506537.230	Q4DZD3
TcCLB.506537.240	Q4DZD2
TcCLB.506537.250	Q4DZD1
TcCLB.506537.260	Q4DZD0
TcCLB.506537.299	Q4DZC9
TcCLB.506537.50	Q4DZD9
TcCLB.506537.80	Q4DZD8
TcCLB.506543.10	Q4D7T4
TcCLB.506543.100	Q4D7S7
TcCLB.506543.113	Q4D7S6
TcCLB.506543.20	Q4D7T3
TcCLB.506543.30	Q4D7T2
TcCLB.506543.40	Q4D7T1
TcCLB.506543.50	Q4D7T0
TcCLB.506543.70	Q4D7S9
TcCLB.506543.90	Q4D7S8
TcCLB.506545.10	Q4CLQ3
TcCLB.506545.5	Q4CLQ4
TcCLB.506549.9	Q4CTS2
TcCLB.506551.10	Q4CMC7
TcCLB.506553.10	Q4CQ89
TcCLB.506553.20	Q4CQ88
TcCLB.506553.30	Q4CQ87
TcCLB.506555.9	Q4CM03
TcCLB.506557.10	Q4CSI7
TcCLB.506557.20	Q4CSI6
TcCLB.506557.24	Q4CSI5
TcCLB.506557.30	Q4CSI4
TcCLB.506559.10	Q4E5C6
TcCLB.506559.100	Q4E5B8
TcCLB.506559.110	Q4E5B7
TcCLB.506559.129	Q4E5B6
TcCLB.506559.148	Q4E5B5
TcCLB.506559.170	Q4E5B4
TcCLB.506559.180	Q4E5B3
TcCLB.506559.190	Q4E5B2
TcCLB.506559.20	Q4E5C5
TcCLB.506559.200	Q4E5B1
TcCLB.506559.205	Q4E5B0
TcCLB.506559.210	Q4E5A9
TcCLB.506559.220	Q4E5A8
TcCLB.506559.230	Q4E5A7
TcCLB.506559.240	Q4E5A6
TcCLB.506559.250	Q4E5A5
TcCLB.506559.260	Q4E5A4
TcCLB.506559.270	Q4E5A3
TcCLB.506559.280	Q4E5A2
TcCLB.506559.290	Q4E5A1
TcCLB.506559.30	Q4E5C4
TcCLB.506559.300	Q4E5A0
TcCLB.506559.310	Q4E599
TcCLB.506559.314	Q4E598
TcCLB.506559.320	Q4E597
TcCLB.506559.330	Q4E596
TcCLB.506559.350	Q4E595
TcCLB.506559.360	Q4E594
TcCLB.506559.364	Q4E593
TcCLB.506559.370	Q4E592
TcCLB.506559.380	Q4E591
TcCLB.506559.4	Q4E5C7
TcCLB.506559.40	Q4E5C3
TcCLB.506559.400	Q4E590
TcCLB.506559.410	Q4E589
TcCLB.506559.420	Q4E588
TcCLB.506559.430	Q4E587
TcCLB.506559.434	Q4E586
TcCLB.506559.440	Q4E585
TcCLB.506559.450	Q4E584
TcCLB.506559.454	Q4E583
TcCLB.506559.460	Q4E582
TcCLB.506559.470	Q4E581
TcCLB.506559.480	Q4E580
TcCLB.506559.484	Q4E579
TcCLB.506559.490	Q4E578
TcCLB.506559.50	Q4E5C2
TcCLB.506559.500	Q4E577
TcCLB.506559.510	Q4E5C8
TcCLB.506559.517	Q4E5C9
TcCLB.506559.524	Q4E576
TcCLB.506559.530	Q4E575
TcCLB.506559.540	Q4E574
TcCLB.506559.550	Q4E573
TcCLB.506559.559	Q4E572
TcCLB.506559.59	Q4CNV2
TcCLB.506559.70	Q4E5C0
TcCLB.506559.80	Q4E5B9
TcCLB.506561.10	Q4CVA8
TcCLB.506561.14	Q4CVA7
TcCLB.506563.10	Q4DQP5
TcCLB.506563.100	Q4DQP0
TcCLB.506563.120	Q4DQN9
TcCLB.506563.160	Q4DQN8
TcCLB.506563.190	Q4DQN7
TcCLB.506563.20	Q4DQP4
TcCLB.506563.200	Q4DQN6
TcCLB.506563.210	Q4DQN5
TcCLB.506563.220	Q4DQN4
TcCLB.506563.30	Q4DQP3
TcCLB.506563.4	Q4DQP6
TcCLB.506563.40	Q4DQP2
TcCLB.506563.60	Q4DQP1
TcCLB.506565.12	Q4CRD0
TcCLB.506565.20	Q4CRC9
TcCLB.506565.29	Q4CRC8
TcCLB.506565.4	Q4CWG9
TcCLB.506565.8	Q4CWG9
TcCLB.506567.10	Q4DBU7
TcCLB.506567.100	Q4DBT8
TcCLB.506567.110	Q4DBT7
TcCLB.506567.120	Q4DBT6
TcCLB.506567.130	Q4DBT5
TcCLB.506567.134	Q4DBT4
TcCLB.506567.140	Q4DBT3
TcCLB.506567.20	Q4DBU6
TcCLB.506567.34	Q4DBU5
TcCLB.506567.50	Q4DBU4
TcCLB.506567.60	Q4DBU3
TcCLB.506567.70	Q4DBU2
TcCLB.506567.74	Q4DBU1
TcCLB.506567.80	Q4DBU0
TcCLB.506567.90	Q4DBT9
TcCLB.506569.10	Q4D313
TcCLB.506569.40	Q4D312
TcCLB.506569.50	Q4D311
TcCLB.506571.10	Q4CU22
TcCLB.506573.10	Q4D3K1
TcCLB.506573.30	Q4D3K0
TcCLB.506573.34	Q4D3J9
TcCLB.506573.40	Q4D3J8
TcCLB.506573.5	Q4D3K2
TcCLB.506573.50	Q4D3J7
TcCLB.506573.60	Q4D3J6
TcCLB.506573.70	Q4D3J5
TcCLB.506573.81	Q4DVC6
TcCLB.506573.91	Q4D3J3
TcCLB.506575.20	Q4D7W8
TcCLB.506575.40	Q4D7W7
TcCLB.506575.50	Q4D7W6
TcCLB.506575.54	Q4D7W5
TcCLB.506575.60	Q4D7W4
TcCLB.506575.70	Q4D7W3
TcCLB.506575.9	Q4D7W9
TcCLB.506577.10	Q4DR92
TcCLB.506577.110	Q4DR83
TcCLB.506577.120	Q4DR82
TcCLB.506577.130	Q4DR81
TcCLB.506577.140	Q4DR80
TcCLB.506577.150	Q4DR79
TcCLB.506577.160	Q4DR78
TcCLB.506577.170	Q4DR77
TcCLB.506577.20	Q4DR91
TcCLB.506577.30	Q4DR90
TcCLB.506577.40	Q4DR89
