UNIPROTKB GENES
Q4DTX9 Tc00.1047053509233.160
Q4CQJ5 Tc00.1047053467287.10
Q4DWG5 Tc00.1047053511725.270
Q4DB64 Tc00.1047053508781.120
Q4CNF1 Tc00.1047053508197.39
Q4DB79 Tc00.1047053508441.40
Q4DFS5 Tc00.1047053511555.90
Q4DHC1 Tc00.1047053511153.50
Q4CMU0 Tc00.1047053510527.9
Q4CQU5 Tc00.1047053503467.20
Q4CV13 Tc00.1047053511501.30
Q4CWX7 Tc00.1047053511609.30
Q4D398 Tc00.1047053506697.10
Q4D6F1 Tc00.1047053510799.70
Q4DJL6 Tc00.1047053505025.30
Q4DLV1 Tc00.1047053510575.180
Q4D9G9 Tc00.1047053508299.50
Q4CQH2 Tc00.1047053503619.29
Q4DZ49 Tc00.1047053510463.150
Q4CKK9 Tc00.1047053444331.10
Q4DJT5 Tc00.1047053509237.40
Q4DZK2 Tc00.1047053508799.130
Q4E4D9 Tc00.1047053510187.120
Q4CSD4 Tc00.1047053460127.20
Q4CVF2 Tc00.1047053509197.50
Q4D0F0 Tc00.1047053509115.20
Q4D7H3 Tc00.1047053506319.10
Q4DYB7 Tc00.1047053511817.100
Q4E0Y3 Tc00.1047053508277.130
Q4E4H1 Tc00.1047053506885.320
Q4E625 Tc00.1047053508153.680
Q4CUE8 Tc00.1047053509377.20
Q4E562 Tc00.1047053510359.69
Q4CLQ3 Tc00.1047053506545.10
Q4D4V9 Tc00.1047053507275.70
Q4D4G7 Tc00.1047053508443.40
Q4DSU3 Tc00.1047053510769.10
Q4DXB7 Tc00.1047053510901.180
Q4E478 Tc00.1047053508163.360
Q4CWC5 Tc00.1047053508455.20
Q4CYH4 Tc00.1047053508321.60
Q4D150 Tc00.1047053510423.70
Q4D1Q9 Tc00.1047053510945.20
Q4D2R5 Tc00.1047053506713.14
Q4D3D2 Tc00.1047053503959.60
Q4D4V0 Tc00.1047053511523.60
Q4D2X9 Tc00.1047053510903.60
Q4DBE5 Tc00.1047053508613.20
Q4E5Z1 Tc00.1047053508153.1050
Q4CSZ3 Tc00.1047053505101.30
Q4CZD8 Tc00.1047053511895.60
Q4CKT0 Tc00.1047053509021.9
Q4CPG0 Tc00.1047053508691.20
Q4CQN1 Tc00.1047053507247.14
Q4CTA5 Tc00.1047053506065.21
Q4CX67 Tc00.1047053510183.10
Q4DB21 Tc00.1047053506963.90
Q4DDB1 Tc00.1047053506517.14
Q4DGS4 Tc00.1047053506737.70
Q4DJS3 Tc00.1047053510715.20
Q4DL68 Tc00.1047053508919.189
Q4CNK0 Tc00.1047053506189.20
Q4CQH5 Tc00.1047053503619.10
Q4CW55 Tc00.1047053506207.20
Q4D2F6 Tc00.1047053509615.60
Q4D7Z6 Tc00.1047053508065.70
Q4D882 Tc00.1047053509171.20
Q4D8M7 Tc00.1047053506221.90
Q4DF84 Tc00.1047053506009.100
Q4DHH5 Tc00.1047053510265.30
Q4DKP8 Tc00.1047053511867.180
Q4CWC3 Tc00.1047053508075.7
Q4CZ34 Tc00.1047053511075.50
Q4D128 Tc00.1047053508759.40
Q4D2U3 Tc00.1047053503599.10
Q4DA37 Tc00.1047053503733.10
Q4D791 Tc00.1047053506351.35
Q4DD31 Tc00.1047053507691.10
Q4DGR0 Tc00.1047053506799.40
Q4E3T9 Tc00.1047053506401.12
Q4CPV1 Tc00.1047053510581.9
Q4CNU1 Tc00.1047053510825.20
Q4DS09 Tc00.1047053507949.110
Q4DP65 Tc00.1047053509599.110
Q4DS38 Tc00.1047053506475.120
Q4DU34 Tc00.1047053506241.124
Q4DMB6 Tc00.1047053504131.170
Q4DW92 Tc00.1047053506989.155
Q4E0F0 Tc00.1047053508999.30
Q4E4Z8 Tc00.1047053508873.470
Q4DSR7 Tc00.1047053507809.140
Q4DZL8 Tc00.1047053504147.310
Q4CR79 Tc00.1047053508591.10
Q4DMK3 Tc00.1047053508815.10
Q4DNS0 Tc00.1047053511589.74
Q4DR16 Tc00.1047053507953.140
Q4DTT2 Tc00.1047053504741.124
Q4DX19 Tc00.1047053508831.90
Q4DYM3 Tc00.1047053504427.230
Q4E305 Tc00.1047053506435.300
Q4E445 Tc00.1047053511173.50
Q4E542 Tc00.1047053510359.300
Q4DYG3 Tc00.1047053511367.330
Q4CKL1 Tc00.1047053422207.10
Q4DZ52 Tc00.1047053510463.100
Q4D137 Tc00.1047053507483.50
Q4DNY6 Tc00.1047053509099.5
Q4D5D5 Tc00.1047053508805.80
Q4CMN9 Tc00.1047053511701.10
Q4DS27 Tc00.1047053510657.120
Q4DWN5 Tc00.1047053507089.80
Q4DZK6 Tc00.1047053508799.100
Q4E2K1 Tc00.1047053508479.216
Q4CX86 Tc00.1047053509499.20
Q4DF53 Tc00.1047053507623.110
Q4DYC7 Tc00.1047053506683.240
Q4CNC9 Tc00.1047053509293.10
Q4CWR9 Tc00.1047053510469.10
Q4D027 Tc00.1047053506239.60
Q4D6R4 Tc00.1047053511733.10
Q4DCE6 Tc00.1047053506267.60
Q4DKL2 Tc00.1047053509999.20
Q4D7N2 Tc00.1047053503989.60
Q4CLF2 Tc00.1047053508537.5
Q4CQD0 Tc00.1047053416605.30
Q4CT64 Tc00.1047053505009.4
Q4D1H0 Tc00.1047053511145.60
Q4DI26 Tc00.1047053511019.120
Q4DKQ4 Tc00.1047053511867.120
Q4DU01 Tc00.1047053506499.230
Q4CQN2 Tc00.1047053509949.9
Q4CST3 Tc00.1047053506095.9
Q4D973 Tc00.1047053506691.40
Q4DCG9 Tc00.1047053508859.109
Q4DH97 Tc00.1047053511285.100
Q4DJA9 Tc00.1047053505037.50
Q4DVX4 Tc00.1047053510013.190
Q4CSI7 Tc00.1047053506557.10
Q4CV28 Tc00.1047053509565.9
Q4CZ58 Tc00.1047053503653.9
Q4D151 Tc00.1047053510423.60
Q4D9B4 Tc00.1047053510323.80
Q4DT77 Tc00.1047053511511.50
Q4E2B9 Tc00.1047053511603.100
Q4E5S0 Tc00.1047053506529.100
Q4CMU6 Tc00.1047053509401.30
Q4CUM3 Tc00.1047053509697.39
Q4CY99 Tc00.1047053509627.40
Q4CZP8 Tc00.1047053508507.24
Q4D122 Tc00.1047053510437.45
Q4D291 Tc00.1047053508239.10
Q4DCB5 Tc00.1047053506933.24
Q4DES4 Tc00.1047053505071.50
Q4DHH1 Tc00.1047053510265.90
Q4CYI2 Tc00.1047053510797.20
Q4E3F0 Tc00.1047053507071.50
Q4DAZ9 Tc00.1047053510087.90
Q4DPV5 Tc00.1047053510877.50
Q4CVE6 Tc00.1047053510145.59
Q4DG70 Tc00.1047053511575.10
Q4CZ07 Tc00.1047053510061.11
Q4CM83 Tc00.1047053507805.20
Q4CN38 Tc00.1047053510427.5
Q4CUH4 Tc00.1047053503833.30
Q4CYV6 Tc00.1047053508089.60
Q4CZI8 Tc00.1047053507773.60
Q4D1Z3 Tc00.1047053508055.30
Q4D6Z4 Tc00.1047053503479.30
Q4DF73 Tc00.1047053507687.20
Q4DJ09 Tc00.1047053511287.34
Q4DKI4 Tc00.1047053509105.94
Q4DA22 Tc00.1047053506947.90
Q4DVB2 Tc00.1047053508761.110
Q4CUF9 Tc00.1047053509713.20
Q4CZA6 Tc00.1047053509555.10
Q4CLL9 Tc00.1047053504043.10
Q4D0K5 Tc00.1047053504247.30
Q4CXR8 Tc00.1047053506905.59
Q4DA66 Tc00.1047053511131.20
Q4DMS3 Tc00.1047053511545.80
Q4DUH6 Tc00.1047053510661.160
Q4DQF6 Tc00.1047053506773.70
Q4DW95 Tc00.1047053506989.130
Q4DX72 Tc00.1047053506945.280
Q4CKG1 Tc00.1047053412435.10
Q4CU75 Tc00.1047053510287.50
Q4D049 Tc00.1047053506487.60
Q4DBU5 Tc00.1047053506567.34
Q4DFE9 Tc00.1047053506519.110
Q4DIM2 Tc00.1047053509777.130
Q4DIM7 Tc00.1047053509777.70
Q4DZE1 Tc00.1047053506825.219
Q4E577 Tc00.1047053506559.500
Q4D484 Tc00.1047053509317.109
Q4DG40 Tc00.1047053510761.60
Q4DPE9 Tc00.1047053507625.80
Q4E0B3 Tc00.1047053509287.30
Q4DAA1 Tc00.1047053510047.120
Q4DRC3 Tc00.1047053509693.80
Q4DRQ2 Tc00.1047053506739.200
Q4DVA5 Tc00.1047053508761.270
Q4E0D0 Tc00.1047053509875.80
Q4CZ63 Tc00.1047053507527.10
Q4DTD1 Tc00.1047053509157.220
Q4DZ01 Tc00.1047053510303.204
Q4E512 Tc00.1047053508873.224
Q4DA55 Tc00.1047053507019.30
Q4DV33 Tc00.1047053506409.30
Q4DVR7 Tc00.1047053511797.220
Q4DRL7 Tc00.1047053510741.80
Q4DWP5 Tc00.1047053511421.190
Q4DY15 Tc00.1047053506357.130
Q4E3R1 Tc00.1047053506401.330
Q4E5J0 Tc00.1047053511277.50
Q4E5P5 Tc00.1047053506529.360
Q4E5Q8 Tc00.1047053506529.224
Q4DS86 Tc00.1047053510759.80
Q4DWH9 Tc00.1047053511725.130
Q4CL00 Tc00.1047053510957.9
Q4CX00 Tc00.1047053508661.50
Q4D0L1 Tc00.1047053508043.10
Q4D2F3 Tc00.1047053509797.30
Q4D582 Tc00.1047053507927.100
Q4D926 Tc00.1047053510165.50
Q4D9P5 Tc00.1047053511417.40
Q4DET7 Tc00.1047053506175.25
Q4DHM7 Tc00.1047053511553.120
Q4DKJ7 Tc00.1047053511599.40
Q4DKU2 Tc00.1047053509769.110
Q4CM56 Tc00.1047053507259.10
Q4CNM2 Tc00.1047053504023.10
Q4CQ83 Tc00.1047053504037.10
Q4CTH2 Tc00.1047053503727.10
Q4CV51 Tc00.1047053509443.39
Q4CW81 Tc00.1047053510529.20
Q4CX05 Tc00.1047053508661.10
Q4D4S6 Tc00.1047053511537.50
Q4D8S7 Tc00.1047053504233.60
Q4DB45 Tc00.1047053507021.80
Q4DDW3 Tc00.1047053509561.20
Q4DIB6 Tc00.1047053509455.110
Q4DIK4 Tc00.1047053504213.120
Q4E3W6 Tc00.1047053510629.430
Q4CKW7 Tc00.1047053468283.9
Q4CPX0 Tc00.1047053463279.20
Q4CS98 Tc00.1047053507793.10
Q4CSW3 Tc00.1047053511597.10
Q4CUS9 Tc00.1047053503759.10
Q4CY82 Tc00.1047053511453.10
Q4D0Z0 Tc00.1047053507159.41
Q4D2S7 Tc00.1047053506389.60
Q4D5C0 Tc00.1047053506171.10
Q4DAJ3 Tc00.1047053508273.80
Q4CYK3 Tc00.1047053503613.40
Q4CWY9 Tc00.1047053507057.50
Q4DME7 Tc00.1047053506779.20
Q4DRY8 Tc00.1047053508307.70
Q4D7D2 Tc00.1047053511237.10
Q4DGM8 Tc00.1047053504157.110
Q4DMY8 Tc00.1047053511529.68
Q4DPX6 Tc00.1047053507049.66
Q4DRG9 Tc00.1047053506775.160
Q4DV52 Tc00.1047053508647.110
Q4DR83 Tc00.1047053506577.110
Q4DS08 Tc00.1047053507949.120
Q4DYA2 Tc00.1047053511817.240
Q4E335 Tc00.1047053508741.370
Q4E5Q0 Tc00.1047053506529.314
Q4DVC2 Tc00.1047053511217.180
Q4DD40 Tc00.1047053511025.30
Q4DTA6 Tc00.1047053506147.9
Q4CY19 Tc00.1047053506581.50
Q4DMV7 Tc00.1047053508593.110
Q4DT97 Tc00.1047053506147.110
Q4DUD3 Tc00.1047053506625.84
Q4DY06 Tc00.1047053507959.80
Q4DW85 Tc00.1047053506989.250
Q4DWU1 Tc00.1047053508409.30
Q4D0Z8 Tc00.1047053504017.54
Q4DHE3 Tc00.1047053509065.130
Q4CZ39 Tc00.1047053511075.9
Q4DVR8 Tc00.1047053511797.200
Q4CNW1 Tc00.1047053509079.20
Q4CQP7 Tc00.1047053508945.10
Q4CRZ9 Tc00.1047053507759.10
Q4CVY7 Tc00.1047053511133.30
Q4D5B8 Tc00.1047053509803.10
Q4D8N2 Tc00.1047053506221.30
Q4DDS4 Tc00.1047053504055.40
Q4DF00 Tc00.1047053508247.40
Q4DI46 Tc00.1047053507467.30
Q4DL71 Tc00.1047053508919.110
Q4CPY4 Tc00.1047053510569.10
Q4CT31 Tc00.1047053511713.9
Q4D141 Tc00.1047053506985.60
Q4CZN6 Tc00.1047053510805.70
Q4D5V6 Tc00.1047053511857.30
Q4D737 Tc00.1047053506163.30
Q4D939 Tc00.1047053508897.30
Q4DFI5 Tc00.1047053510667.30
Q4DIC9 Tc00.1047053506959.120
Q4CQF3 Tc00.1047053476733.29
Q4CWE1 Tc00.1047053509509.69
Q4DUX8 Tc00.1047053506605.30
Q4DCZ3 Tc00.1047053507357.35
Q4DMM0 Tc00.1047053504021.10
Q4CKV2 Tc00.1047053469435.10
Q4CSD0 Tc00.1047053508893.30
Q4CNL7 Tc00.1047053419469.30
Q4DSR5 Tc00.1047053507809.160
Q4DGM9 Tc00.1047053504157.100
Q4D142 Tc00.1047053506985.50
Q4D3T3 Tc00.1047053510963.70
Q4DTY2 Tc00.1047053509233.80
Q4DUZ9 Tc00.1047053506811.180
Q4E3F2 Tc00.1047053507071.20
Q4E611 Tc00.1047053508153.820
Q4CKA0 Tc00.1047053464879.9
Q4DND7 Tc00.1047053504827.170
Q4DQX8 Tc00.1047053509331.110
Q4DV68 Tc00.1047053508173.180
Q4CXY9 Tc00.1047053508059.40
Q4DGK0 Tc00.1047053511625.4
Q4DN47 Tc00.1047053506303.50
Q4DUW0 Tc00.1047053506605.200
Q4DVM8 Tc00.1047053508207.74
Q4DYV4 Tc00.1047053507957.150
Q4E2Q7 Tc00.1047053504153.260
Q4E4V8 Tc00.1047053508461.70
Q4DXM1 Tc00.1047053506195.40
Q4CKV8 Tc00.1047053420719.9
Q4CVB0 Tc00.1047053509837.30
Q4DE01 Tc00.1047053503827.100
Q4DXC9 Tc00.1047053510901.60
Q4DMJ5 Tc00.1047053508815.90
Q4CNL3 Tc00.1047053511119.10
Q4DIJ9 Tc00.1047053509799.20
Q4D3L3 Tc00.1047053510725.40
Q4DNZ2 Tc00.1047053507519.154
Q4DQZ7 Tc00.1047053510089.120
Q4DVI7 Tc00.1047053506961.150
Q4E0M9 Tc00.1047053510307.230
Q4E1R0 Tc00.1047053507093.10
Q4E2S0 Tc00.1047053504153.129
Q4CS51 Tc00.1047053510921.40
Q4DGF6 Tc00.1047053509715.9
Q4DFH4 Tc00.1047053511587.10
Q4CR96 Tc00.1047053504073.30
Q4D059 Tc00.1047053510347.29
Q4CXF5 Tc00.1047053507897.40
Q4DSA0 Tc00.1047053507031.90
Q4E2D1 Tc00.1047053509979.230
Q4CWB4 Tc00.1047053508369.20
Q4D167 Tc00.1047053509149.60
Q4CPM4 Tc00.1047053509337.19
Q4CMJ4 Tc00.1047053509117.10
Q4CUK0 Tc00.1047053508943.40
Q4CK92 Tc00.1047053503393.10
Q4CXL2 Tc00.1047053509055.69
Q4D3R5 Tc00.1047053510003.9
Q4D432 Tc00.1047053510599.40
Q4DAB9 Tc00.1047053511021.20
Q4DAH8 Tc00.1047053506363.110
Q4DP87 Tc00.1047053506127.130
Q4DRG8 Tc00.1047053506775.170
Q4DZU7 Tc00.1047053510105.50
Q4E1S9 Tc00.1047053506855.150
Q4DMB3 Tc00.1047053506667.10
Q4DNM4 Tc00.1047053506821.210
Q4DYR2 Tc00.1047053507641.130
Q4DZH0 Tc00.1047053508641.250
Q4E2N7 Tc00.1047053510889.130
Q4E4S1 Tc00.1047053508461.380
Q4D7V6 Tc00.1047053511407.70
Q4DK94 Tc00.1047053509611.120
Q4D428 Tc00.1047053506657.20
Q4DM37 Tc00.1047053511577.19
Q4DPS6 Tc00.1047053507047.110
Q4DPV1 Tc00.1047053510877.80
Q4DU15 Tc00.1047053506499.80
Q4DW19 Tc00.1047053507603.90
Q4CR99 Tc00.1047053507197.20
Q4D722 Tc00.1047053506275.90
Q4DBD1 Tc00.1047053504099.10
Q4DF15 Tc00.1047053507001.140
Q4DGP7 Tc00.1047053506835.80
Q4DJF7 Tc00.1047053507991.20
Q4DK74 Tc00.1047053509601.110
Q4CK99 Tc00.1047053403789.9
Q4CRR5 Tc00.1047053508473.10
Q4CST8 Tc00.1047053507165.40
Q4CW85 Tc00.1047053503637.10
Q4CXV4 Tc00.1047053506413.50
Q4CZ69 Tc00.1047053509521.70
Q4D494 Tc00.1047053510207.40
Q4DEM7 Tc00.1047053506769.90
Q4DJV9 Tc00.1047053511717.20
Q4DNW0 Tc00.1047053505999.70
Q4DR10 Tc00.1047053507953.210
Q4DTU3 Tc00.1047053504741.20
Q4DG74 Tc00.1047053506201.150
Q4DNE7 Tc00.1047053504827.70
Q4DS19 Tc00.1047053510657.220
Q4DUZ1 Tc00.1047053510021.50
Q4E0H0 Tc00.1047053510155.60
Q4E455 Tc00.1047053504081.460
Q4CYC5 Tc00.1047053510679.60
Q4CYY9 Tc00.1047053509877.50
Q4D9C2 Tc00.1047053510323.4
Q4DAJ2 Tc00.1047053508273.91
Q4DAR2 Tc00.1047053503925.3
Q4DC42 Tc00.1047053511291.40
Q4DEY0 Tc00.1047053506223.110
Q4DFE3 Tc00.1047053507017.30
Q4DJ62 Tc00.1047053505183.90
Q4CQ97 Tc00.1047053471403.9
Q4CS11 Tc00.1047053410923.20
Q4CSV9 Tc00.1047053508373.10
Q4CTU0 Tc00.1047053507507.30
Q4CN49 Tc00.1047053503629.10
Q4CPL3 Tc00.1047053508225.4
Q4D3Y3 Tc00.1047053506483.60
Q4D7H8 Tc00.1047053511801.44
Q4DMF6 Tc00.1047053506443.30
Q4DJ54 Tc00.1047053511755.10
Q4DS89 Tc00.1047053510759.54
Q4DCC0 Tc00.1047053503559.90
Q4DH42 Tc00.1047053507007.76
Q4DXN3 Tc00.1047053509753.110
Q4DZ95 Tc00.1047053504105.170
Q4E4I9 Tc00.1047053506885.70
Q4DYT2 Tc00.1047053510625.109
Q4CNP6 Tc00.1047053508053.10
Q4CSY7 Tc00.1047053510103.24
Q4D208 Tc00.1047053508503.90
Q4D5V8 Tc00.1047053511857.10
Q4D7P6 Tc00.1047053510731.80
Q4DE66 Tc00.1047053506493.60
Q4DEJ2 Tc00.1047053511643.4
Q4DFH2 Tc00.1047053511587.75
Q4DIP1 Tc00.1047053508045.40
Q4CKE8 Tc00.1047053456021.10
Q4E2S9 Tc00.1047053511283.310
Q4DKD4 Tc00.1047053509295.50
Q4DUZ8 Tc00.1047053506811.190
Q4DX76 Tc00.1047053506945.240
Q4D0F5 Tc00.1047053511531.30
Q4D8N6 Tc00.1047053510475.100
Q4E3Z5 Tc00.1047053511127.274
Q4DFJ4 Tc00.1047053508633.20
Q4CRC0 Tc00.1047053411427.10
Q4CN58 Tc00.1047053511463.4
Q4D7E9 Tc00.1047053509205.60
Q4DC34 Tc00.1047053511291.129
Q4DYJ2 Tc00.1047053506211.259
Q4CVJ0 Tc00.1047053504199.30
Q4DTV0 Tc00.1047053508693.160
Q4CZ32 Tc00.1047053511075.60
Q4D3B9 Tc00.1047053511393.60
Q4DGR5 Tc00.1047053510095.50
Q4DEE9 Tc00.1047053508677.150
Q4CUF7 Tc00.1047053503859.40
Q4DEE6 Tc00.1047053506405.10
Q4CTP0 Tc00.1047053506601.40
Q4CY72 Tc00.1047053511323.50
Q4D6Z5 Tc00.1047053503479.10
Q4DBD4 Tc00.1047053511757.20
Q4DCX9 Tc00.1047053509895.50
Q4DL99 Tc00.1047053510933.80
Q4CQ87 Tc00.1047053506553.30
Q4CU70 Tc00.1047053508949.30
Q4CZA1 Tc00.1047053510111.20
Q4D1M6 Tc00.1047053510763.109
Q4DQX3 Tc00.1047053509331.180
Q4CMU3 Tc00.1047053509773.20
Q4CSR2 Tc00.1047053509893.10
Q4CT75 Tc00.1047053511429.20
Q4CTX5 Tc00.1047053506841.12
Q4CUT7 Tc00.1047053503757.30
Q4CR48 Tc00.1047053510669.20
Q4CWI0 Tc00.1047053508727.30
Q4D0V8 Tc00.1047053511041.4
Q4D8X7 Tc00.1047053509725.139
Q4DCJ3 Tc00.1047053507735.69
Q4DKH7 Tc00.1047053509915.20
Q4DY14 Tc00.1047053506357.140
Q4CP94 Tc00.1047053509381.10
Q4CTK3 Tc00.1047053506153.10
Q4CUB5 Tc00.1047053511413.19
Q4CVR6 Tc00.1047053507029.60
Q4CW41 Tc00.1047053511163.50
Q4CYK9 Tc00.1047053508819.30
Q4D162 Tc00.1047053509745.40
Q4D232 Tc00.1047053510635.10
Q4D2X1 Tc00.1047053507683.30
Q4DB77 Tc00.1047053508441.60
Q4DEC7 Tc00.1047053510699.100
Q4DI71 Tc00.1047053507831.20
Q4DIK5 Tc00.1047053504213.110
Q4DJU9 Tc00.1047053511717.120
Q4DLW4 Tc00.1047053510575.5
Q4CT59 Tc00.1047053505009.49
Q4D4R9 Tc00.1047053504163.50
Q4DM41 Tc00.1047053506425.160
Q4DTB8 Tc00.1047053510025.150
Q4E1J4 Tc00.1047053508165.14
Q4E1C8 Tc00.1047053511807.160
Q4DVU8 Tc00.1047053511751.160
Q4CRV3 Tc00.1047053510219.40
Q4DGW3 Tc00.1047053506975.63
Q4DY07 Tc00.1047053507959.41
Q4E337 Tc00.1047053508741.350
Q4CXX6 Tc00.1047053508669.21
Q4DLK4 Tc00.1047053503939.84
Q4CKG5 Tc00.1047053508459.18
Q4DX37 Tc00.1047053508257.204
Q4DXB9 Tc00.1047053510901.160
Q4DZS4 Tc00.1047053507711.40
Q4E2L7 Tc00.1047053510889.340
Q4E5D2 Tc00.1047053511277.614
Q4E375 Tc00.1047053510279.250
Q4CWY8 Tc00.1047053507057.60
Q4D1R4 Tc00.1047053505773.20
Q4DFR2 Tc00.1047053506285.10
Q4DI30 Tc00.1047053511019.84
Q4D714 Tc00.1047053504431.64
Q4DED9 Tc00.1047053506405.70
Q4D2X2 Tc00.1047053507683.10
Q4DQR4 Tc00.1047053509167.30
Q4D5U3 Tc00.1047053503891.90
Q4DGN7 Tc00.1047053504157.20
Q4DR20 Tc00.1047053507953.70
Q4DV82 Tc00.1047053508173.54
Q4DRV9 Tc00.1047053507669.120
Q4DWV5 Tc00.1047053507875.60
Q4DW45 Tc00.1047053507681.60
Q4DMY1 Tc00.1047053511529.140
Q4DX41 Tc00.1047053508257.170
Q4D5K1 Tc00.1047053511527.50
Q4D7V7 Tc00.1047053511407.60
Q4D9G4 Tc00.1047053509033.20
Q4DJ94 Tc00.1047053511815.150
Q4DL25 Tc00.1047053511261.50
Q4CSS4 Tc00.1047053503571.19
Q4DGC0 Tc00.1047053506335.9
Q4DZK7 Tc00.1047053508799.80
Q4CP83 Tc00.1047053508993.10
Q4CLS1 Tc00.1047053458241.10
Q4CNF4 Tc00.1047053508197.10
Q4CQT7 Tc00.1047053503693.11
Q4CS24 Tc00.1047053509845.9
Q4CYV0 Tc00.1047053510381.50
Q4D2C2 Tc00.1047053504179.69
Q4D6T7 Tc00.1047053507639.30
Q4DCH2 Tc00.1047053508859.80
Q4DDK5 Tc00.1047053509267.3
Q4DEK6 Tc00.1047053503899.10
Q4CLI4 Tc00.1047053484949.9
Q4D9I1 Tc00.1047053508717.20
Q4DEP2 Tc00.1047053510819.40
Q4CPA6 Tc00.1047053503669.20
Q4CTN0 Tc00.1047053508137.30
Q4CZL4 Tc00.1047053503789.60
Q4D1P5 Tc00.1047053510397.5
Q4D6K5 Tc00.1047053505939.70
Q4D5X2 Tc00.1047053506167.50
Q4DB97 Tc00.1047053510091.20
Q4DE28 Tc00.1047053506649.100
Q4DK30 Tc00.1047053506525.30
Q4DKY5 Tc00.1047053506337.30
Q4CTU8 Tc00.1047053507775.30
Q4CZ71 Tc00.1047053509521.11
Q4D0Q3 Tc00.1047053509571.70
Q4DCY8 Tc00.1047053507357.90
Q4DI70 Tc00.1047053507831.30
Q4E3A0 Tc00.1047053508355.290
Q4E252 Tc00.1047053508707.227
Q4E441 Tc00.1047053511173.110
Q4D9D0 Tc00.1047053506627.50
Q4DDB6 Tc00.1047053505193.80
Q4DHL0 Tc00.1047053504137.110
Q4DL97 Tc00.1047053510933.120
Q4DP00 Tc00.1047053507519.80
Q4DAJ8 Tc00.1047053508273.30
Q4DWP1 Tc00.1047053511421.230
Q4DHP9 Tc00.1047053511491.9
Q4CM67 Tc00.1047053457251.19
Q4CND2 Tc00.1047053506665.30
Q4CSJ6 Tc00.1047053508921.20
Q4CUN7 Tc00.1047053508351.50
Q4D155 Tc00.1047053507209.50
Q4D241 Tc00.1047053510859.40
Q4D6V3 Tc00.1047053506621.14
Q4DB65 Tc00.1047053508781.110
Q4DL32 Tc00.1047053503893.170
Q4DKK7 Tc00.1047053509999.70
Q4CRW2 Tc00.1047053505387.9
Q4D3K6 Tc00.1047053506159.5
Q4CSG2 Tc00.1047053510251.19
Q4CPY3 Tc00.1047053510569.20
Q4CX63 Tc00.1047053404001.4
Q4CX31 Tc00.1047053506709.40
Q4DFX3 Tc00.1047053506367.20
Q4DA30 Tc00.1047053506947.10
Q4DMV9 Tc00.1047053508593.90
Q4CY23 Tc00.1047053506581.14
Q4DTR1 Tc00.1047053509695.80
Q4DGF1 Tc00.1047053509715.40
Q4DVN2 Tc00.1047053508207.54
Q4DGB0 Tc00.1047053511431.50
Q4DMT3 Tc00.1047053511517.156
Q4DTV8 Tc00.1047053508693.50
Q4DUE3 Tc00.1047053509419.131
Q4DVT4 Tc00.1047053510361.80
Q4DWC0 Tc00.1047053509733.130
Q4E2N0 Tc00.1047053510889.210
Q4E4R5 Tc00.1047053508461.440
Q4CTD4 Tc00.1047053511635.50
Q4DX39 Tc00.1047053508257.190
Q4CZ67 Tc00.1047053507213.20
Q4D760 Tc00.1047053504159.100
Q4DEH5 Tc00.1047053504867.110
Q4DM11 Tc00.1047053511613.70
Q4E349 Tc00.1047053508741.229
Q4CSH4 Tc00.1047053504231.20
Q4CTU5 Tc00.1047053509931.10
Q4CWU2 Tc00.1047053511719.10
Q4D0M0 Tc00.1047053503755.30
Q4CU49 Tc00.1047053506263.40
Q4DAB5 Tc00.1047053511021.60
Q4DJM8 Tc00.1047053510609.34
Q4DMJ7 Tc00.1047053508815.70
Q4D266 Tc00.1047053506895.80
Q4DSF6 Tc00.1047053504057.11
Q4CU13 Tc00.1047053508667.40
Q4D4F9 Tc00.1047053511653.60
Q4D7N3 Tc00.1047053503989.50
Q4D9B0 Tc00.1047053508435.10
Q4DAM4 Tc00.1047053506727.130
Q4DEC0 Tc00.1047053507715.80
Q4DKA7 Tc00.1047053511767.100
Q4CL99 Tc00.1047053509209.20
Q4CNL2 Tc00.1047053504277.11
Q4CQB0 Tc00.1047053503945.20
Q4CTJ8 Tc00.1047053508659.50
Q4D1Z4 Tc00.1047053508055.25
Q4D2Q8 Tc00.1047053506533.70
Q4D4P6 Tc00.1047053507025.10
Q4D818 Tc00.1047053510243.50
Q4DC17 Tc00.1047053511415.40
Q4DCS9 Tc00.1047053509073.10
Q4DH30 Tc00.1047053506801.100
Q4DJX3 Tc00.1047053510879.100
Q4DKV7 Tc00.1047053506759.230
Q4DR02 Tc00.1047053510089.70
Q4CP80 Tc00.1047053503595.19
Q4CSU1 Tc00.1047053507165.10
Q4CTJ1 Tc00.1047053507737.10
Q4CVB8 Tc00.1047053503687.10
Q4CVW0 Tc00.1047053505555.40
Q4D389 Tc00.1047053504787.20
Q4D6N6 Tc00.1047053508357.20
Q4D8A6 Tc00.1047053509081.10
Q4DBN9 Tc00.1047053509643.10
Q4DE91 Tc00.1047053510535.30
Q4DEW8 Tc00.1047053510515.120
Q4DHT7 Tc00.1047053506177.50
Q4DK88 Tc00.1047053509611.180
Q4DLI2 Tc00.1047053508637.150
Q4CLJ7 Tc00.1047053508907.10
Q4CPW7 Tc00.1047053508611.30
Q4CU08 Tc00.1047053503773.20
Q4CZ06 Tc00.1047053510061.20
Q4D2F4 Tc00.1047053509797.20
Q4D8V6 Tc00.1047053509075.11
